encode_time,decode_time,peak_enc_mem,peak_dec_mem,peak_delta_enc,peak_delta_dec,param_name,layer_type,shape,numel,bits_quant,raw_bytes,qstep,mse_quant,nmse_quant,mse_post,nmse_post,compressed_bytes,compression_ratio,compression_gain_pct,bits_per_element,decoded_equal,mode_used
0.00310726000061544,0.0008194400001229601,468810137.6,468808499.2,20480.0,18841.6,layer1.2.conv3.weight,weight,"(256, 64, 1, 1)",16384,16,32768,0.00390625,1.2760789331878186e-06,0.0013205787944503,1.2760789331878186e-06,0.0013205787944503,9062,3.615978812624145,72.344970703125,4.4248046875,True,regular
0.00010143999970747616,5.3399999887915325e-05,469114060.8,469114880.0,5734.4,19660.8,layer2.0.bn1.bias,bias,"(128,)",128,8,128,0.0024939271378545,4.3030587448811286e-07,4.9322638789902064e-05,4.3030587448811286e-07,4.9322638789902064e-05,130,0.9846153846153848,-1.5625,8.125,True,bypass
9.127999983319358e-05,7.031999957689439e-05,469113241.6,469112422.4,6553.6,17203.2,layer2.0.bn1.bias,bias,"(128,)",128,16,256,9.289630631351517e-06,5.96720155926489e-12,6.839742251817506e-10,5.96720155926489e-12,6.839742251817506e-10,258,0.992248062015504,-0.78125,16.125,True,bypass
6.65400002617389e-05,2.1740000011050143e-05,469114880.0,469115699.2,19660.8,20480.0,layer2.0.bn1.weight,weight,"(128,)",128,8,128,0.0028060505849694,5.881327069801046e-07,0.0004057616531789,5.881327069801046e-07,0.0004057616531789,121,1.0578512396694215,5.46875,7.5625,True,regular
0.00013346000014274,3.12399999529589e-05,469113241.6,469114060.8,18022.4,18841.6,layer2.0.bn1.weight,weight,"(128,)",128,16,256,1.0804689140744157e-05,7.917663052969814e-12,5.462515536983406e-09,7.917663052969814e-12,5.462515536983406e-09,257,0.9961089494163424,-0.390625,16.0625,True,regular
8.9599999409968e-05,5.4439999803435055e-05,473311641.6,473310003.2,12288.0,18841.6,layer2.0.bn2.bias,bias,"(128,)",128,8,128,0.0025032419898471,4.504971116148226e-07,5.330795873450949e-05,4.504971116148226e-07,5.330795873450949e-05,130,0.9846153846153848,-1.5625,8.125,True,bypass
9.710000012999302e-05,5.3299999490263875e-05,473311641.6,473311641.6,10649.6,20480.0,layer2.0.bn2.bias,bias,"(128,)",128,16,256,1.099034648668501e-05,7.907112464788923e-12,9.356597725369847e-10,7.907112464788923e-12,9.356597725369847e-10,258,0.992248062015504,-0.78125,16.125,True,bypass
6.855999999970664e-05,2.843999973265454e-05,476144435.2,476145254.4,18841.6,19660.8,layer2.0.bn2.weight,weight,"(128,)",128,8,128,0.0023242087336896,4.063637675244536e-07,0.0003956353176307,4.063637675244536e-07,0.0003956353176307,118,1.0847457627118644,7.8125,7.375,True,regular
0.00010895999985216,5.6740000218269415e-05,473310822.4,473311641.6,19660.8,20480.0,layer2.0.bn2.weight,weight,"(128,)",128,16,256,9.853280614472187e-06,6.833677720918807e-12,6.653261121610363e-09,6.833677720918807e-12,6.653261121610363e-09,256,1.0,,16.0,True,regular
0.0001684200000454,7.39600000087874e-05,473392742.4,473391923.2,20480.0,19660.8,layer2.0.bn3.bias,bias,"(512,)",512,8,512,0.001587023665052,1.845380950271647e-07,7.890868243892476e-05,1.845380950271647e-07,7.890868243892476e-05,450,1.1377777777777778,12.109375,7.03125,True,regular
0.0005478000002767001,8.658000006107613e-05,473391923.2,473390284.8,19660.8,18022.4,layer2.0.bn3.bias,bias,"(512,)",512,16,1024,6.1179829422825125e-06,2.89020933921802e-12,1.235856536271265e-09,2.89020933921802e-12,1.235856536271265e-09,946,1.0824524312896406,7.6171875,14.78125,True,regular
0.00016813999973232,4.994000009901356e-05,473388646.4,473387827.2,20480.0,19660.8,layer2.0.bn3.weight,weight,"(512,)",512,8,512,0.0025965656396846,4.446872594598972e-07,5.690691711586718e-05,4.446872594598972e-07,5.690691711586718e-05,439,1.1662870159453302,14.2578125,6.859375,True,regular
0.00041827999993978,9.647999977458796e-05,473387827.2,473391923.2,19660.8,19660.8,layer2.0.bn3.weight,weight,"(512,)",512,16,1024,1.006125622318404e-05,7.160488348090244e-12,9.163323397859831e-10,7.160488348090244e-12,9.163323397859831e-10,938,1.091684434968017,8.3984375,14.65625,True,regular
0.0076641200004814196,0.00189204000016614,468810137.6,468810956.8,18841.6,19660.8,layer2.0.conv1.weight,weight,"(128, 256, 1, 1)",32768,8,32768,0.00390625,1.2716999435724574e-06,0.0010136890499113,1.2716999435724574e-06,0.0010136890499113,21132,1.5506341094075335,35.51025390625,5.1591796875,True,regular
0.0077406800002790405,0.0020802799994271,468850278.4,468863385.6,19660.8,18841.6,layer2.0.conv1.weight,weight,"(128, 256, 1, 1)",32768,16,65536,0.00390625,1.2716999435724574e-06,0.0010136890499113,1.2716999435724574e-06,0.0010136890499113,21101,3.1058243685133404,67.80242919921875,5.151611328125,True,regular
0.02828251999962954,0.00737784000011738,471425843.2,471549542.4,36864.0,19660.8,layer2.0.conv2.weight,weight,"(128, 128, 3, 3)",147456,8,147456,0.00390625,1.2703072798103676e-06,0.0025569462754929,1.2703072798103676e-06,0.0025569462754929,82754,1.7818594871546996,43.87885199652778,4.489691840277778,True,regular
0.02908762000042766,0.007749220000187021,474510131.2,474546995.2,36864.0,20480.0,layer2.0.conv2.weight,weight,"(128, 128, 3, 3)",147456,16,294912,0.00390625,1.2703072798103676e-06,0.0025569462754929,1.2703072798103676e-06,0.0025569462754929,82602,3.570276748747004,71.990966796875,4.4814453125,True,regular
0.01173864000011232,0.00297578000026982,473334579.2,473333760.0,19660.8,18841.6,layer2.0.conv3.weight,weight,"(512, 128, 1, 1)",65536,8,65536,0.00390625,1.116420435209875e-06,0.0014156415628311,1.116420435209875e-06,0.0014156415628311,34677,1.8898982034201344,47.08709716796875,4.2330322265625,True,regular
